id,rna_value_breast,study_id,Log2FoldChangeValue,Contrast,Log_RNA_Value_Breast
ENSG00000112029,190.0,,,,5.25227342804663
ENSG00000156110,857.0,,,,6.754604099487962
ENSG00000173638,752.0,,,,6.6240652277998935
ENSG00000101150,6169.0,,,,8.727454116899434
ENSG00000183423,36.0,,,,3.6109179126442243
ENSG00000043462,934.0,E-GEOD-44408,2.1,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',6.840546529288687
ENSG00000104067,4499.0,,,,8.411832675758411
ENSG00000166260,1446.0,,,,7.277247726631484
ENSG00000062822,777.0,,,,6.656726524178391
ENSG00000103042,795.0,,,,6.679599185844383
ENSG00000177189,3450.0,E-GEOD-44408,1.8,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',8.146419323098003
ENSG00000177189,3450.0,E-GEOD-54002,-2.3,'breast cancer' vs 'normal',8.146419323098003
ENSG00000111405,74.0,,,,4.31748811353631
ENSG00000106018,149.0,,,,5.0106352940962555
ENSG00000105220,10308.0,,,,9.240772579096385
ENSG00000157992,265.0,,,,5.583496308781699
ENSG00000181885,685.0,E-GEOD-44408,-3.2,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',6.530877627725885
ENSG00000151500,1405.0,,,,7.2485040723706105
ENSG00000109511,3.0,,,,1.3862943611198906
ENSG00000125166,2229.0,E-GEOD-7377,1.2,'benign hyperplastic enlarged lobular unit' vs 'normal terminal duct lobular unit',7.709756864454165
ENSG00000167363,555.0,,,,6.320768294250582
ENSG00000138668,10258.0,,,,9.235910648087712
ENSG00000163806,48.0,,,,3.8918202981106265
ENSG00000187957,48.0,,,,3.8918202981106265
ENSG00000143320,976.0,E-GEOD-44408,-3.7,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',6.884486652042782
ENSG00000136535,0.0,,,,0.0
ENSG00000168310,1919.0,E-GEOD-44408,1.3,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',7.560080465021827
ENSG00000184584,3306.0,,,,8.103796712981794
ENSG00000133246,112.0,,,,4.727387818712341
ENSG00000068028,3042.0,,,,8.02059914989697
ENSG00000197858,4258.0,,,,8.356789669923213
ENSG00000183421,379.0,E-GEOD-44408,-1.4,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',5.940171252720432
ENSG00000183421,379.0,E-GEOD-54002,-2.0,'breast cancer' vs 'normal',5.940171252720432
ENSG00000113368,230.0,E-GEOD-54002,1.7,'breast cancer' vs 'normal',5.442417710521793
ENSG00000113368,230.0,E-GEOD-10780,1.6,'breast carcinoma' vs 'normal',5.442417710521793
ENSG00000113368,230.0,E-GEOD-38959,2.2,'breast cancer; breast' vs 'normal; breast',5.442417710521793
ENSG00000166224,1852.0,,,,7.52456122628536
ENSG00000152818,7786.0,E-GEOD-44408,1.3,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',8.960210955576986
ENSG00000152818,7786.0,E-GEOD-54002,-1.6,'breast cancer' vs 'normal',8.960210955576986
ENSG00000152818,7786.0,E-GEOD-10780,-1.2,'breast carcinoma' vs 'normal',8.960210955576986
ENSG00000152818,7786.0,E-GEOD-38959,-1.5,'breast cancer; breast' vs 'normal; breast',8.960210955576986
ENSG00000112679,3090.0,,,,8.036249942132116
ENSG00000127588,0.0,,,,0.0
ENSG00000103375,7.0,,,,2.0794415416798357
ENSG00000121211,10.0,,,,2.3978952727983707
ENSG00000138379,34.0,,,,3.5553480614894135
ENSG00000176014,5043.0,E-MTAB-779,-1.2,'breast carcinoma' vs 'normal',8.52595469708481
ENSG00000176014,5043.0,E-GEOD-54002,-1.5,'breast cancer' vs 'normal',8.52595469708481
ENSG00000102317,14167.0,,,,9.55874117946267
ENSG00000100201,54222.0,,,,10.900860451658483
ENSG00000105647,15.0,,,,2.772588722239781
ENSG00000153283,142.0,E-GEOD-44408,2.4,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',4.962844630259907
ENSG00000115902,689.0,E-GEOD-31138,3.7,'invasive ductal carcinoma' vs 'normal',6.536691597591305
ENSG00000067900,3993.0,,,,8.29254851397576
ENSG00000072518,2312.0,,,,7.746300662231439
ENSG00000076053,1157.0,,,,7.05444965813294
ENSG00000134851,3652.0,E-GEOD-38959,1.1,'breast cancer; breast' vs 'normal; breast',8.203304026795282
ENSG00000033627,3378.0,,,,8.12533508671429
ENSG00000143398,2441.0,,,,7.80057265467065
ENSG00000105855,738.0,E-GEOD-54002,-2.3,'breast cancer' vs 'normal',6.6052979209482015
ENSG00000134121,1091.0,E-GEOD-44408,1.7,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',6.9957661563048505
ENSG00000134121,1091.0,E-GEOD-38959,-1.2,'breast cancer; breast' vs 'normal; breast',6.9957661563048505
ENSG00000134121,1091.0,E-GEOD-54002,-4.2,'breast cancer' vs 'normal',6.9957661563048505
ENSG00000134121,1091.0,E-GEOD-10780,-2.0,'breast carcinoma' vs 'normal',6.9957661563048505
ENSG00000172466,3457.0,,,,8.148445666243235
ENSG00000158710,18016.0,,,,9.7990710356157
ENSG00000170832,1378.0,E-GEOD-7377,1.3,'benign hyperplastic enlarged lobular unit' vs 'normal terminal duct lobular unit',7.229113877793302
ENSG00000165966,161.0,,,,5.087596335232384
ENSG00000149021,1.0,,,,0.6931471805599453
ENSG00000145476,1363.0,,,,7.218176838403408
ENSG00000132470,4581.0,,,,8.42989086301344
ENSG00000131015,14.0,E-GEOD-20086,1.2,'breast cancer' vs 'normal',2.70805020110221
ENSG00000198826,113.0,,,,4.736198448394496
ENSG00000243927,1255.0,,,,7.135687347028144
ENSG00000100605,3510.0,E-GEOD-7377,1.7,'benign hyperplastic enlarged lobular unit' vs 'normal terminal duct lobular unit',8.163656176168432
ENSG00000160223,343.0,,,,5.840641657373398
ENSG00000074416,11065.0,E-GEOD-10780,-1.1,'breast carcinoma' vs 'normal',9.311632623458054
ENSG00000074416,11065.0,E-MTAB-779,-2.0,'breast carcinoma' vs 'normal',9.311632623458054
ENSG00000078328,5.0,,,,1.791759469228055
ENSG00000170881,1503.0,,,,7.315883504509785
ENSG00000131473,5053.0,E-GEOD-7377,1.2,'benign hyperplastic enlarged lobular unit' vs 'normal terminal duct lobular unit',8.52793528794814
ENSG00000105202,4726.0,,,,8.461046030793236
ENSG00000117009,28.0,E-GEOD-54002,2.4,'breast cancer' vs 'normal',3.367295829986474
ENSG00000117009,28.0,E-GEOD-10780,2.1,'breast carcinoma' vs 'normal',3.367295829986474
ENSG00000135363,1264.0,E-GEOD-7377,-1.2,'benign hyperplastic enlarged lobular unit' vs 'normal terminal duct lobular unit',7.142827401161621
ENSG00000132465,812.0,E-GEOD-54002,-3.9,'breast cancer' vs 'normal',6.70073110954781
ENSG00000132465,812.0,E-GEOD-10780,-2.0,'breast carcinoma' vs 'normal',6.70073110954781
ENSG00000132465,812.0,E-GEOD-31138,-5.6,'invasive ductal carcinoma' vs 'normal',6.70073110954781
ENSG00000132465,812.0,E-GEOD-38959,-3.3,'breast cancer; breast' vs 'normal; breast',6.70073110954781
ENSG00000132465,812.0,E-GEOD-7377,-3.5,'benign hyperplastic enlarged lobular unit' vs 'normal terminal duct lobular unit',6.70073110954781
ENSG00000173662,11.0,,,,2.4849066497880004
ENSG00000121797,274.0,,,,5.616771097666572
ENSG00000104687,1248.0,,,,7.130098510125578
ENSG00000147649,4317.0,E-GEOD-31138,2.0,'invasive ductal carcinoma' vs 'normal',8.370547611074752
ENSG00000189058,46157.0,E-GEOD-10780,-2.0,'breast carcinoma' vs 'normal',10.73982557268699
ENSG00000189058,46157.0,E-GEOD-38959,-2.8,'breast cancer; breast' vs 'normal; breast',10.73982557268699
ENSG00000113231,811.0,,,,6.699500340161678
ENSG00000138735,1781.0,E-GEOD-54002,-3.3,'breast cancer' vs 'normal',7.485491608030754
ENSG00000172757,18238.0,,,,9.811317437563998
ENSG00000196526,1988.0,,,,7.5953872788539725
ENSG00000108424,7547.0,,,,8.92903790648844
ENSG00000085721,2312.0,,,,7.746300662231439
ENSG00000182752,196.0,,,,5.2832037287379885
ENSG00000100644,4669.0,E-MTAB-779,1.5,'breast carcinoma' vs 'normal',8.448914350662942
ENSG00000168280,197.0,E-GEOD-38959,-2.7,'breast cancer; breast' vs 'normal; breast',5.288267030694535
ENSG00000146416,1196.0,E-GEOD-7377,1.2,'benign hyperplastic enlarged lobular unit' vs 'normal terminal duct lobular unit',7.087573705557973
ENSG00000132819,1109.0,,,,7.01211529430638
ENSG00000006747,67.0,,,,4.219507705176107
ENSG00000132382,3754.0,,,,8.230843564198235
ENSG00000166833,2900.0,E-GEOD-54002,-2.6,'breast cancer' vs 'normal',7.972810784121404
ENSG00000166833,2900.0,E-GEOD-10780,-1.6,'breast carcinoma' vs 'normal',7.972810784121404
ENSG00000166833,2900.0,E-GEOD-38959,-1.6,'breast cancer; breast' vs 'normal; breast',7.972810784121404
ENSG00000139083,4187.0,E-GEOD-7377,-1.9,'benign hyperplastic enlarged lobular unit' vs 'normal terminal duct lobular unit',8.339978571990427
ENSG00000147697,17.0,E-GEOD-38959,1.3,'breast cancer; breast' vs 'normal; breast',2.8903717578961645
ENSG00000174720,2051.0,,,,7.62657020629066
ENSG00000178741,2300.0,,,,7.741099090035366
ENSG00000075785,11893.0,E-GEOD-36765,1.2,'breast carcinoma' vs 'normal' in 'peripheral blood',9.38378935026654
ENSG00000150967,311.0,,,,5.7430031878094825
ENSG00000162959,219.0,,,,5.393627546352362
ENSG00000075239,3191.0,,,,8.068402958569699
ENSG00000083168,4134.0,,,,8.327242607457793
ENSG00000113361,329.0,,,,5.799092654460526
ENSG00000054983,1450.0,,,,7.280008252884188
ENSG00000107863,4719.0,,,,8.459564078579602
ENSG00000127084,497.0,,,,6.210600077024653
ENSG00000111605,4481.0,,,,8.407824654360873
ENSG00000092439,2529.0,,,,7.835974581721566
ENSG00000102974,2435.0,,,,7.798112628829788
ENSG00000205726,3884.0,,,,8.264878262801748
ENSG00000126821,761.0,E-GEOD-44408,1.8,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',6.635946555686647
ENSG00000126821,761.0,E-GEOD-7377,1.1,'benign hyperplastic enlarged lobular unit' vs 'normal terminal duct lobular unit',6.635946555686647
ENSG00000184432,5197.0,,,,8.556029215201436
ENSG00000103740,20.0,,,,3.044522437723423
ENSG00000114670,282.0,E-GEOD-44408,-1.3,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',5.645446897643238
ENSG00000114670,282.0,E-GEOD-38959,-1.2,'breast cancer; breast' vs 'normal; breast',5.645446897643238
ENSG00000137486,1845.0,E-GEOD-38959,-1.2,'breast cancer; breast' vs 'normal; breast',7.520776415062797
ENSG00000164488,20.0,,,,3.044522437723423
ENSG00000117115,610.0,E-GEOD-54002,-1.5,'breast cancer' vs 'normal',6.415096959171596
ENSG00000117115,610.0,E-GEOD-7377,-2.6,'benign hyperplastic enlarged lobular unit' vs 'normal terminal duct lobular unit',6.415096959171596
ENSG00000048392,1197.0,,,,7.088408778675395
ENSG00000180875,186.0,E-MTAB-779,-1.6,'breast carcinoma' vs 'normal',5.231108616854587
ENSG00000180875,186.0,E-GEOD-20086,-1.3,'breast cancer' vs 'normal',5.231108616854587
ENSG00000064547,404.0,,,,6.003887067106539
ENSG00000163435,4671.0,E-GEOD-54002,-1.8,'breast cancer' vs 'normal',8.449342524508063
ENSG00000179526,2220.0,,,,7.7057128238944275
ENSG00000108298,43737.0,,,,10.685972568448268
ENSG00000141837,129.0,,,,4.867534450455582
ENSG00000107201,915.0,,,,6.82001636467413
ENSG00000110906,5393.0,,,,8.593042503699674
ENSG00000136122,106.0,,,,4.672828834461906
ENSG00000100462,1706.0,,,,7.442492722794441
ENSG00000109472,4375.0,E-GEOD-10780,-1.3,'breast carcinoma' vs 'normal',8.383890344101816
ENSG00000109472,4375.0,E-GEOD-38959,-2.0,'breast cancer; breast' vs 'normal; breast',8.383890344101816
ENSG00000072778,29641.0,,,,10.29694755351686
ENSG00000162769,470.0,,,,6.154858094016418
ENSG00000145375,434.0,,,,6.075346031088684
ENSG00000142185,235.0,,,,5.4638318050256105
ENSG00000070018,2292.0,,,,7.737616282857904
ENSG00000135723,3214.0,,,,8.07558263667172
ENSG00000100142,41.0,,,,3.7376696182833684
ENSG00000185640,23.0,,,,3.1780538303479458
ENSG00000149451,6474.0,,,,8.775703886567738
ENSG00000277791,2192.0,,,,7.693025748417888
ENSG00000166016,339.0,,,,5.8289456176102075
ENSG00000139269,11.0,,,,2.4849066497880004
ENSG00000132780,5532.0,,,,8.618485442898109
ENSG00000105835,8872.0,,,,9.090768236835338
ENSG00000104537,20.0,,,,3.044522437723423
ENSG00000197249,935.0,E-MTAB-779,1.5,'breast carcinoma' vs 'normal',6.841615476477592
ENSG00000125743,3645.0,,,,8.201385955238608
ENSG00000118689,7643.0,,,,8.941676305360163
ENSG00000133119,462.0,,,,6.137727054086234
ENSG00000074181,11110.0,,,,9.315690887584008
ENSG00000154358,2084.0,E-GEOD-38959,-1.1,'breast cancer; breast' vs 'normal; breast',7.642524134232902
ENSG00000165731,90.0,E-GEOD-54002,2.7,'breast cancer' vs 'normal',4.51085950651685
ENSG00000213923,7847.0,,,,8.9680140012452
ENSG00000179902,4.0,,,,1.6094379124341003
ENSG00000131398,233.0,,,,5.455321115357702
ENSG00000100147,76.0,,,,4.343805421853684
ENSG00000112343,2598.0,E-GEOD-44408,1.4,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',7.8628820346414905
ENSG00000174640,1663.0,,,,7.416979621381154
ENSG00000004455,4944.0,,,,8.506132244056813
ENSG00000017797,3937.0,,,,8.278428259199071
ENSG00000163673,16.0,,,,2.833213344056216
ENSG00000144028,11643.0,,,,9.362546304865514
ENSG00000118596,1106.0,E-MTAB-779,-1.3,'breast carcinoma' vs 'normal',7.009408932708637
ENSG00000118596,1106.0,E-GEOD-10780,-1.9,'breast carcinoma' vs 'normal',7.009408932708637
ENSG00000108344,4810.0,E-MTAB-779,2.0,'breast carcinoma' vs 'normal',8.478660241699453
ENSG00000112769,7825.0,E-GEOD-10780,-1.1,'breast carcinoma' vs 'normal',8.965206802770357
ENSG00000112769,7825.0,E-MTAB-779,-1.8,'breast carcinoma' vs 'normal',8.965206802770357
ENSG00000147050,1769.0,,,,7.478734825567875
ENSG00000169902,922.0,,,,6.827629234502852
ENSG00000058335,17.0,,,,2.8903717578961645
ENSG00000134910,3938.0,,,,8.278682162970906
ENSG00000122873,478.0,E-GEOD-31138,3.1,'invasive ductal carcinoma' vs 'normal',6.171700597410915
ENSG00000155096,4571.0,,,,8.427706024914702
ENSG00000143543,4446.0,,,,8.399984990510696
ENSG00000177239,3648.0,,,,8.202208436436448
ENSG00000105281,5764.0,,,,8.65956043270316
ENSG00000180891,2006.0,,,,7.604396348796338
ENSG00000213719,9590.0,,,,9.16858043772795
ENSG00000136485,3036.0,E-GEOD-31138,2.5,'invasive ductal carcinoma' vs 'normal',8.01862546504575
ENSG00000160294,4663.0,,,,8.447628728030327
ENSG00000146072,1234.0,E-GEOD-44408,1.5,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',7.118826249062078
ENSG00000146072,1234.0,E-MTAB-779,-1.6,'breast carcinoma' vs 'normal',7.118826249062078
ENSG00000146072,1234.0,E-GEOD-7377,-1.5,'benign hyperplastic enlarged lobular unit' vs 'normal terminal duct lobular unit',7.118826249062078
ENSG00000121769,245.0,,,,5.5053315359323625
ENSG00000187094,1.0,,,,0.6931471805599453
ENSG00000109047,13.0,,,,2.6390573296152584
ENSG00000132677,16.0,,,,2.833213344056216
ENSG00000181924,1126.0,,,,7.027314514039777
ENSG00000196188,1.0,,,,0.6931471805599453
ENSG00000177045,706.0,,,,6.561030665896573
ENSG00000109861,3074.0,E-GEOD-44408,1.7,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',8.031060180240619
ENSG00000109861,3074.0,E-GEOD-38959,1.6,'breast cancer; breast' vs 'normal; breast',8.031060180240619
ENSG00000146376,1089.0,,,,6.993932975223189
ENSG00000183087,8139.0,,,,9.004545458996587
ENSG00000179913,56.0,,,,4.04305126783455
ENSG00000157601,1627.0,E-GEOD-10780,1.2,'breast carcinoma' vs 'normal',7.395107546562485
ENSG00000157601,1627.0,E-GEOD-38959,1.7,'breast cancer; breast' vs 'normal; breast',7.395107546562485
ENSG00000147548,4368.0,,,,8.382289428951436
ENSG00000198900,3521.0,,,,8.166784289056151
ENSG00000108799,6813.0,E-GEOD-31138,-2.6,'invasive ductal carcinoma' vs 'normal',8.826734598220911
ENSG00000176890,173.0,E-GEOD-54002,2.1,'breast cancer' vs 'normal',5.159055299214529
ENSG00000176890,173.0,E-GEOD-10780,1.5,'breast carcinoma' vs 'normal',5.159055299214529
ENSG00000176890,173.0,E-MTAB-779,1.9,'breast carcinoma' vs 'normal',5.159055299214529
ENSG00000176890,173.0,E-GEOD-38959,2.4,'breast cancer; breast' vs 'normal; breast',5.159055299214529
ENSG00000111341,51976.0,E-GEOD-54002,-2.2,'breast cancer' vs 'normal',10.858556592024357
ENSG00000136807,3638.0,,,,8.19946419761216
ENSG00000184012,512.0,,,,6.240275845170769
ENSG00000171206,5501.0,,,,8.61286694148452
ENSG00000101400,1620.0,E-MTAB-779,-1.5,'breast carcinoma' vs 'normal',7.390798521735676
ENSG00000105723,2107.0,,,,7.653494909661253
ENSG00000133069,146.0,,,,4.990432586778736
ENSG00000103490,395.0,,,,5.981414211254481
ENSG00000020922,1663.0,,,,7.416979621381154
ENSG00000277586,5.0,,,,1.791759469228055
ENSG00000160593,338.0,,,,5.82600010738045
ENSG00000166913,11355.0,,,,9.337501517592862
ENSG00000068024,1379.0,,,,7.22983877815125
ENSG00000068903,3297.0,,,,8.101071503119543
ENSG00000183431,3022.0,,,,8.014004994779459
ENSG00000050748,1669.0,,,,7.4205789054108005
ENSG00000244734,3128.0,E-GEOD-10780,-2.1,'breast carcinoma' vs 'normal',8.048468743668883
ENSG00000151067,744.0,E-GEOD-38959,-1.1,'breast cancer; breast' vs 'normal; breast',6.61338421837956
ENSG00000113758,3396.0,,,,8.130647968160584
ENSG00000171848,47.0,E-GEOD-38959,1.4,'breast cancer; breast' vs 'normal; breast',3.871201010907891
ENSG00000171848,47.0,E-GEOD-52194,4.9,'HER2 Positive Breast Carcinoma; breast carcinoma' vs 'normal',3.871201010907891
ENSG00000171848,47.0,E-GEOD-54002,3.1,'breast cancer' vs 'normal',3.871201010907891
ENSG00000171848,47.0,E-GEOD-10780,3.0,'breast carcinoma' vs 'normal',3.871201010907891
ENSG00000171848,47.0,E-GEOD-31138,4.9,'invasive ductal carcinoma' vs 'normal',3.871201010907891
ENSG00000134755,947.0,E-GEOD-54002,-1.7,'breast cancer' vs 'normal',6.854354502255021
ENSG00000138182,238.0,,,,5.476463551931511
ENSG00000131914,5.0,E-GEOD-52194,5.2,'HER2 Positive Breast Carcinoma; breast carcinoma' vs 'normal',1.791759469228055
ENSG00000131914,5.0,E-GEOD-68086,-5.0,'breast carcinoma' vs 'normal',1.791759469228055
ENSG00000198682,2527.0,,,,7.8351837552667485
ENSG00000037637,1743.0,,,,7.463936604468925
ENSG00000213782,377.0,,,,5.934894195619588
ENSG00000196352,3465.0,,,,8.150756470275551
ENSG00000121022,2433.0,,,,7.797291273547472
ENSG00000041880,1478.0,,,,7.2991214627108
ENSG00000137573,1452.0,E-MTAB-779,1.2,'breast carcinoma' vs 'normal',7.2813856635702825
ENSG00000137573,1452.0,E-GEOD-38959,1.1,'breast cancer; breast' vs 'normal; breast',7.2813856635702825
ENSG00000137573,1452.0,E-GEOD-54002,1.9,'breast cancer' vs 'normal',7.2813856635702825
ENSG00000137573,1452.0,E-GEOD-10780,1.6,'breast carcinoma' vs 'normal',7.2813856635702825
ENSG00000137573,1452.0,E-GEOD-44408,-2.7,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',7.2813856635702825
ENSG00000137573,1452.0,E-GEOD-31138,3.5,'invasive ductal carcinoma' vs 'normal',7.2813856635702825
ENSG00000063854,1345.0,,,,7.204892510204673
ENSG00000155111,1123.0,,,,7.024649030453636
ENSG00000172551,305.0,E-GEOD-54002,-2.7,'breast cancer' vs 'normal',5.723585101952381
ENSG00000172551,305.0,E-GEOD-10780,-1.8,'breast carcinoma' vs 'normal',5.723585101952381
ENSG00000172551,305.0,E-GEOD-38959,-3.6,'breast cancer; breast' vs 'normal; breast',5.723585101952381
ENSG00000107262,2973.0,,,,7.9976631270201
ENSG00000074319,2611.0,,,,7.867871490396322
ENSG00000127946,3316.0,,,,8.106816038947052
ENSG00000117122,654.0,,,,6.484635235635252
ENSG00000163064,143.0,E-GEOD-38959,1.6,'breast cancer; breast' vs 'normal; breast',4.969813299576001
ENSG00000074071,1358.0,,,,7.214504414151143
ENSG00000136156,24572.0,E-GEOD-38959,-1.2,'breast cancer; breast' vs 'normal; breast',10.109403558183711
ENSG00000138738,517.0,,,,6.249975242259483
ENSG00000120262,227.0,,,,5.429345628954441
ENSG00000153208,1367.0,E-GEOD-54002,-1.4,'breast cancer' vs 'normal',7.221105098182496
ENSG00000152234,15461.0,,,,9.64614067988042
ENSG00000110400,835.0,,,,6.728628613084702
ENSG00000115310,19396.0,,,,9.872873693918292
ENSG00000070214,3741.0,E-GEOD-7377,1.6,'benign hyperplastic enlarged lobular unit' vs 'normal terminal duct lobular unit',8.227375506834035
ENSG00000100568,2717.0,,,,7.907651594711089
ENSG00000123810,148.0,,,,5.003946305945459
ENSG00000153814,1115.0,,,,7.017506142941256
ENSG00000095627,20.0,E-GEOD-52194,5.1,'HER2 Positive Breast Carcinoma; breast carcinoma' vs 'normal',3.044522437723423
ENSG00000180900,3687.0,,,,8.212839584676484
ENSG00000168924,2183.0,,,,7.688913336864796
ENSG00000137713,2185.0,E-MTAB-779,-1.3,'breast carcinoma' vs 'normal',7.689828668736484
ENSG00000273706,0.0,,,,0.0
ENSG00000146701,5978.0,E-GEOD-31138,2.6,'invasive ductal carcinoma' vs 'normal',8.696008608880904
ENSG00000114062,3276.0,,,,8.094683648698815
ENSG00000141376,1164.0,,,,7.060476365999801
ENSG00000143217,866.0,,,,6.7650389767805414
ENSG00000197901,0.0,,,,0.0
ENSG00000115267,664.0,E-GEOD-7377,-1.4,'benign hyperplastic enlarged lobular unit' vs 'normal terminal duct lobular unit',6.499787040655854
ENSG00000149257,6334.0,,,,8.75384509275524
ENSG00000023330,2040.0,,,,7.621195162809845
ENSG00000165527,3951.0,,,,8.281977058867758
ENSG00000138311,20.0,,,,3.044522437723423
ENSG00000131771,1217.0,E-MTAB-779,-1.4,'breast carcinoma' vs 'normal',7.1049654482698426
ENSG00000126247,14219.0,,,,9.562404703357231
ENSG00000092010,5268.0,,,,8.569595870209286
ENSG00000123338,810.0,E-GEOD-44408,2.0,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',6.698268054115413
ENSG00000112699,664.0,,,,6.499787040655854
ENSG00000138764,3775.0,E-GEOD-38959,-1.3,'breast cancer; breast' vs 'normal; breast',8.236420527265391
ENSG00000138764,3775.0,E-GEOD-7377,1.3,'benign hyperplastic enlarged lobular unit' vs 'normal terminal duct lobular unit',8.236420527265391
ENSG00000151353,1378.0,,,,7.229113877793302
ENSG00000132849,1821.0,,,,7.507690077819904
ENSG00000136247,1138.0,,,,7.037905963447182
ENSG00000229314,26.0,,,,3.295836866004329
ENSG00000177000,1835.0,,,,7.515344571180436
ENSG00000118971,2783.0,E-GEOD-54002,-1.4,'breast cancer' vs 'normal',7.931644021454311
ENSG00000118971,2783.0,E-GEOD-10780,-1.1,'breast carcinoma' vs 'normal',7.931644021454311
ENSG00000118971,2783.0,E-MTAB-779,-1.5,'breast carcinoma' vs 'normal',7.931644021454311
ENSG00000118971,2783.0,E-GEOD-44408,2.0,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',7.931644021454311
ENSG00000118971,2783.0,E-GEOD-38959,-1.6,'breast cancer; breast' vs 'normal; breast',7.931644021454311
ENSG00000184661,14.0,,,,2.70805020110221
ENSG00000128322,1.0,,,,0.6931471805599453
ENSG00000133101,27.0,,,,3.332204510175204
ENSG00000060138,21352.0,E-GEOD-54002,-1.6,'breast cancer' vs 'normal',9.968947524007914
ENSG00000060138,21352.0,E-GEOD-52194,-4.5,'non-triple-negative breast cancer; breast carcinoma' vs 'normal',9.968947524007914
ENSG00000145604,477.0,,,,6.169610732491456
ENSG00000163785,3283.0,,,,8.096817470572319
ENSG00000104205,461.0,E-MTAB-779,1.3,'breast carcinoma' vs 'normal',6.135564891081739
ENSG00000156738,33.0,E-GEOD-31138,-2.6,'invasive ductal carcinoma' vs 'normal',3.5263605246161616
ENSG00000156738,33.0,E-GEOD-52194,5.4,'HER2 Positive Breast Carcinoma; breast carcinoma' vs 'normal',3.5263605246161616
ENSG00000156738,33.0,E-GEOD-44408,3.5,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',3.5263605246161616
ENSG00000151365,1262.0,E-MTAB-779,-2.5,'breast carcinoma' vs 'normal',7.141245122350491
ENSG00000151365,1262.0,E-GEOD-10780,-1.9,'breast carcinoma' vs 'normal',7.141245122350491
ENSG00000183044,635.0,E-GEOD-38959,-1.1,'breast cancer; breast' vs 'normal; breast',6.455198563340122
ENSG00000183044,635.0,E-MTAB-779,1.5,'breast carcinoma' vs 'normal',6.455198563340122
ENSG00000172380,4825.0,,,,8.481773246184977
ENSG00000140287,172.0,,,,5.153291594497779
ENSG00000100601,582.0,E-GEOD-31138,1.7,'invasive ductal carcinoma' vs 'normal',6.368187186350492
ENSG00000169057,4406.0,,,,8.390949464841986
ENSG00000180447,2777.0,E-GEOD-38959,-1.2,'breast cancer; breast' vs 'normal; breast',7.9294865233142895
ENSG00000180447,2777.0,E-MTAB-779,-1.7,'breast carcinoma' vs 'normal',7.9294865233142895
ENSG00000180447,2777.0,E-GEOD-10780,-1.5,'breast carcinoma' vs 'normal',7.9294865233142895
ENSG00000180447,2777.0,E-GEOD-54002,-2.8,'breast cancer' vs 'normal',7.9294865233142895
ENSG00000130649,164.0,E-GEOD-31138,-1.6,'invasive ductal carcinoma' vs 'normal',5.10594547390058
ENSG00000084754,10993.0,,,,9.305104948420606
ENSG00000173692,3727.0,,,,8.223627175805483
ENSG00000171522,797.0,E-GEOD-44408,1.6,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',6.682108597449809
ENSG00000171522,797.0,E-GEOD-10780,-1.2,'breast carcinoma' vs 'normal',6.682108597449809
ENSG00000259956,2391.0,,,,7.779885115070522
ENSG00000168497,4565.0,E-GEOD-44408,1.8,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',8.42639282708974
ENSG00000168497,4565.0,E-GEOD-31138,-3.0,'invasive ductal carcinoma' vs 'normal',8.42639282708974
ENSG00000168497,4565.0,E-GEOD-52194,-5.1,'triple-negative breast cancer; breast carcinoma' vs 'normal',8.42639282708974
ENSG00000168497,4565.0,E-GEOD-10780,-2.6,'breast carcinoma' vs 'normal',8.42639282708974
ENSG00000177272,12.0,,,,2.5649493574615367
ENSG00000114013,119.0,E-GEOD-44408,1.3,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',4.787491742782046
ENSG00000143870,3491.0,,,,8.158229916959494
ENSG00000167107,2393.0,,,,7.780720886117918
ENSG00000101557,3091.0,,,,8.036573409707312
ENSG00000110848,234.0,E-GEOD-44408,3.0,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',5.459585514144159
ENSG00000239900,1826.0,,,,7.510430556378006
ENSG00000117385,1867.0,,,,7.532623618788788
